name,quantity,model_name,model_number,serial_number,country_of_origin,manufacturer,where_purchased,price,acquired_year,location,remark,department,decription,inventory_number,,,
Mill,,SK-M1OR,,,JP,,,,,ALB 123,,hfs,,,,,
Furnace ,,Nabatherm,,,,,,,,ALB 123,,hfs,,,,,
Centrifuge  Kukusan H2000C,,,,,,,,,,ALB 123,,hfs,,,,,
Heating  mantle,,AFR-20,,,JP,,,,,ALB 123,,hfs,,,,,
PH Metre,,HM-20J,,,JP,,,,,ALB 123,,hfs,,,,,
UV Vissible  detector ,,SPD-10AV,,,JP,,,,,ALB 123,,hfs,,,,,
HPLC auto injector,,SIL-10A,,,JP,,,,,ALB 123,,hfs,,,,,
Fridge ,,Sumsung,,,JP,,,,,ALB 123,,hfs,,,,,
Colour meter ,,CR-300,,,JP,,,,,ALB 123,,hfs,,,,,
Chromatopac,,CR-R6A,,,JP,,,,,ALB 123,,hfs,,,,,
Meat mincer,,Cypto,,,UK,,,,,AMB034,,hfs,,,,,
Cold  room,,Sanyo,,,,,,,,AMB034,,hfs,,,,,
Cold  room,,Sanyo,,,,,,,,AMB034,,hfs,,,,,
Vacuum Oven,,VDO-SO,,,JP,,,,,AMB013,,hfs,,,,,
Water distiller,,,,,JP,,,,,AMB022,,hfs,,,,,
Refrigirator,,National,,,JP,,,,,AMB021,,hfs,,,,,
Dry oven Infrared,,SG-11,,,,,,,,AMB011,,hfs,,,,,
Hot plate ,,PC-351,,,,,,,,AMB022,,hfs,,,,,
Autoclave,,H-881,,,,,,,,AMB021,,hfs,,,,,
Leaf area  meter,,Licor8035,,,JP,,,,,ALB store,,hfs,,,,,
Leaf area  meter,,Licor8036,,,JP,,,,,ALB store,,hfs,,,,,
Distiller ,,WD-2008F,,,JP,,,,,ALB021,,hfs,,,,,
EC Metre,,Sibata SC-17A,,,JP,,,,,ALB021,,hfs,,,,,
EC Metre,,Sibata SC-17A,,,JP,,,,,ALB021,,hfs,,,,,
EC Metre,,Sibata SC-17A,,,JP,,,,,ALB021,,hfs,,,,,
Flame photometer,,corning 4325,,,JP,,,,,ALB store,,hfs,,,,,
Hot plate ,,Advantec,,,,,,,,ALB021,,hfs,,,,,
Hand mill,,Sibata HM-70,,,,,,,,ALB021,,hfs,,,,,
Environmental  room,,Sanyo,,,,,,,,ALB021,,hfs,,,,,
Environmental  room,,Heraeus 1500,,,,,,,,ALB 021,,hfs,,,,,
Incubator ,,IB-C3 MRK,,,,,,,,ALB021,,hfs,,,,,
Mulfe Furnace,,SCM300,,,,,,,,ALB021,,hfs,,,,,
PH Metre,,Eyat,,,,,,,,ALB store,,hfs,,,,,
PH Metre,,Horiba,,,,,,,,ALB store,,hfs,,,,,
Hot plate ,,Yamoto,,,,,,,,ALB store,,hfs,,,,,
Hot plate ,,Yamoto,,,,,,,,ALB store,,hfs,,,,,
Hot plate ,,Yamoto,,,,,,,,ALB store,,hfs,,,,,
Autoclave,,Ikembo,,,,,,,,ALB 021,,hfs,,,,,
DO meter,,TOA DO-11P,,,,,,,,ALB022 Prep,,hfs,,,,,
Mulfe Furnace,,Sabata-Ms-80T,,,,,,,,ALB022 Prep,,hfs,,,,,
Refrigirator,,National,,,,,,,,ALB022 Prep,,hfs,,,,,
freezer,,Ramptom,,,,,,,,AMB PREP,,hfs,,,,,
Magnetic starer,,Advantec,,,,,,,,AMB PREP,,hfs,,,,,
Magnetic starer,,Advantec,,,,,,,,AMB PREP,,hfs,,,,,
Magnetic starer,,Advantec,,,,,,,,AMB PREP,,hfs,,,,,
Autoclave,,Toyo SVM,,,,,,,,AMB 102,,hfs,,,,,
Water bath,,Memment,,,,,,,,AMB 103,,hfs,,,,,
Incubator ,,MRK IBCE,,,,,,,,AMB 103,,hfs,,,,,
Incubator ,,MRK IBCE,,,,,,,,AMB 103,,hfs,,,,,
Incubator ,,MRK IBCE,,,,,,,,AMB 103,,hfs,,,,,
Incubator ,,MRK IBCE,,,,,,,,AMB 103,,hfs,,,,,
Ceramic Muffle Furnace,,SCM-300,,,,,,,,ALB store,,hfs,,,,,
Distiller,,Yamoto,,,,,,,,AMB 102,,hfs,,,,,
Fridge ,,Sanyo,,,,,,,,AMB 103,,hfs,,,,,
Mulfe Furnace,,SCM300,,,,,,,,ALB 022,,hfs,,,,,
Mulfe Furnace,,SCM300,,,,,,,,ALB 022,,hfs,,,,,
Mulfe Furnace,,Sabata-SCM,,,,,,,,ALB 022 Prep,,hfs,,,,,
Refrigirator,,National,,,,,,,,AMB Prep,,hfs,,,,,
Growth Chember,,MLR-350 Sanyo,,,,,,,,ALB021,,hfs,,,,,
Growth Chember,,MLR-350 Sanyo,,,,,,,,ALB021,,hfs,,,,,
Growth Chember,,MLR-350 Sanyo,,,,,,,,ALB022,,hfs,,,,,
Growth Chember,,MLR-350 Sanyo,,,,,,,,ALB022,,hfs,,,,,
Drawing tables  52 PCS,,NA,,,,,,,,Drawing room NSC,,hfs,,,,,
Portable Compressor,1,AIREX,,,,,,35,,,,mechanical,,,,,
Aneroid barometer,1,SHIMADZU,,-,JP,,,9,,,,mechanical,,,,,
Electronic Indicating System,1,CUSSONS,,P4437X/161,UK,,,60,,,,mechanical,,,,,
Engine Combustion Process analyser,1,CUSSONS,,P4500/101,UK,,,20,,,,mechanical,,,,,
Stepdown transformer,1,TOYOZUMI,,-,,,,6,,,,mechanical,,,,,
Steam Experimental Power Unit + balance,1,KIKAI KENKYU ,,,JP,,,3,,,,mechanical,,,,,
Experimental Device for Perfomance of Refrigeration & Air Conditioning,1,KIKAIKENKYU,,ZW92271,JP,,,3,,,,mechanical,,,,,
Internal Combustion Engine Rig (Diesel),1,KIKAIKENKYU,,IR-5502,JP,,,500,,,,mechanical,,,,,
Internal Combustion Engine Rig (Petrol),1,KIKAIKENKYU,,IR-5501,JP,,,500,,,,mechanical,,,,,
Petrol Engine,1,14HP V-TWIN,,666582,,,,,,ELA 02,Good,mechanical,,,,,
Petrol Engine,1,12.5 HP V-TWIN,,611025,,,,,,ELA 02,Good,mechanical,,,,,
Heat transfer apparatus,1,CUSSONS,,P3219/111,UK,,,1,,,,mechanical,,,,,
Stirling Hot Air Engine,1,CUSSONS,,P5691/172,,,,350,,,,mechanical,,,,,
Automotive Emission Analyser,1,HORIBA,,,JP,,,70,,,,mechanical,,,,,
Flaring/tube cutter toolbox,1,IMPERIAL EASTMAN,,1226-FA,,,,10,,,,mechanical,,,,,
Motorscope,1,-,,1373,,,,30,,,,mechanical,,,,,
Piezo Amp,2,-,,-,,,,20,,,,mechanical,,,,,
Step UpDown Transformer,1,TOYOZUMI,,KSD-10,JP,,,6,,,,mechanical,,,,,
Bomb Calorimeter unit,1,YOSHIDA,,7701,JP,,,110,,,,mechanical,,,,,
BOC oxygen cylinder & regulator,1,-,,-,,,,20,,,,mechanical,,,,,
Thermistor,1,YEW,,03057M,,,,40,,,,mechanical,,,,,
Petrol Jerricans (20ltr),6,Mild steel sheet,,-,,,,3,,,,mechanical,,,,,
Electric motors (0.75kw single phase),2,ELECTRIM,,SEMG-80-4C,,,,3,,,,mechanical,,,,,
Electric motors (4.6 Amps 1430 rpm three phase),6,CATCO,,-,,,,4,,,,mechanical,,,,,
Variable auto transformer,4,DIMMERSTAT,,-,,,,10,,,,mechanical,,,,,
Multitester,1,Sunwa,,-,,,,2,,,,mechanical,,,,,
Stop Watch,2,-,,-,,,,3,,,,mechanical,,,,,
Pressure gauge (0 to -30inHg),2,WIKA,,-,,,,8,,,,mechanical,,,,,
Smoke Meter,1,DSM-10N,,B9908,,,,220,,,,mechanical,,,,,
Multi channel digital recorder,1,Advantest,,5532009,,,,80,,,,mechanical,,,,,
Digital thermometer plus 4 adaptors,1,Type K(CA) 650C,,E05433,,,,50,,,,mechanical,,,,,
Digital thermometer (surface type),1,E (2000 - 8000C) ,,,,,,30,,,,mechanical,,,,,
Vernier Calipers 150mm,1,Mitutoyo,,,JP,,,9,,,,mechanical,,,,,
Oscilloscope,1,KIKUSUI,,2933966,JP,,,50,,,,mechanical,,,,,
Hoist,1,,,,,,,60,,,,mechanical,,,,,
Soldering Iron 220V/240V 150W,1,,,,,,,550,2004,ELA 02,Good,mechanical,,,,,
Soldering Iron 220V/240V 60W,1,,,,,,,450,2004,ELA 02,Good,mechanical,,,,,
"Pipe Wrench 14""",1,record ,,,,,,3,,,,mechanical,,,,,
Screw drivers (6x125mm;  5x100mm; 3x75mm; 5x100mm; 6x150mm} (set of 5),1,Tramontina PRO,,,,,,1,,,,mechanical,,,,,
4way multisocket (England),1,,,,,,,3,,,,mechanical,,,,,
OHP screen,1,APOLLO,,,,,,10,,,,mechanical,,,,,
Spring balance 5Okgf,2,,,,,,,650,2000,ELA 02,Good,mechanical,,,,,
"Hex key wrenches ( No. 2,2.5,3,4,5,6,8,10,12,14)",1,,,,,,,1,,,,mechanical,,,,,
Solar distillation apparatus,1,41L-F1200,,,,,,,2003,ELA 02,Condition - Good                                           New - AICAD,mechanical,,,,,
Thermal conductivity apparatus,1,CUSSONS ,,P5687/326,UK,,,,2003,ELA 02,Condition - Good                                           New - AICAD,mechanical,,,,,
"Car Battery 12V 15 plates, 65AH",1,YUASA ,,,,,,,2004,ELA 02,Condition - Good                                           New - AICAD,mechanical,,,,,
Batter jumper cables,1,,,,,,,1,,,,mechanical,,,,,
Voltmeter DC,1,0-5V,,,,,,800,1993,ELA 02,Good,mechanical,,,,,
Voltmeter DC,1,0-15V,,,,,,1,,,,mechanical,,,,,
Voltmeter DC,1,0-10V,,,,,,1,,,,mechanical,,,,,
Voltmeter DC,2,0-30V,,,,,,3,,,,mechanical,,,,,
Voltmeter AC,1,0-300V,,,,,,2,,,,mechanical,,,,,
Solar distillation apparatus,1,N/A,,,,,,20,,,,mechanical,,,,,
Thermal conductivity apparatus,1,CUSSONS M7 1RH ,,,UK,,,250,,,,mechanical,,,,,
BOC oxygen cylinder & regulator,1,N/A,,,,,,25,,,,mechanical,,,,,
Evaporation pan,1,41_L  ,,,,,,35,,,,mechanical,,,,,
"CPU: Pentium 4, 3.0 GHz 40GB. HDD 480 MB",1,DiGiTek,,1715461,,,,20,,,,mechanical,,,,,
"Monitor 15""",1,Micro,,MN53EO5101012498F,,,,10,,,,mechanical,,,,,
Keyboard,1,DiGiTek,,,,,,500,2006,ELA 02,Good,mechanical,,,,,
Keyboard,1,,,-,,,,,2004,ELA 02,Good,mechanical,,,,,
Mouse,1,DiGiTek,,,,,,250,2006,ELA 02,Good,mechanical,,,,,
INKJET PRINTER,1,HP DESKJET,,HU31A1R22F,,,,4,,,,mechanical,,,,,
Optical laser tachometer,1,RS445-9557,,AC.04518,,,,39,,,,mechanical,,,,,
Vibration Experimental equipment,1,NAGAHAMA SCHENCK,,,JP,,,,1993,ELB111c,Faulty,mechanical,,,,,
Dynamic Balancing machine,1,SHIMADZU,,,JP,,,,1993,ELB111c,Faulty,mechanical,,,,,
CNC Milling machine,1,DENFORD,,,,,,,1994,ELB111c,Faulty,mechanical,,,,,
Process feedback control study unit,1,TOKYO METER CO.,,,JP,,,,1993,ELB111c,Faulty,mechanical,,,,,
Belt friction apparatus,1,-,,,,,,,1993,ELB111c,Locally fabricated - in good condition,mechanical,,,,,
Screw Jacks,7,GRIFFIN,,,,,,,1986,ELB111c,Good,mechanical,,,,,
Trifilar suspension rig,1,-,,,,,,,1992,ELB111c,Locally fabricated,mechanical,,,,,
Digital tachometer,1,ONO SOKK),,,JP,,,,1993,ELB111c,(located in cabinet 1) in good condition,mechanical,,,,,
Tensile test on wire apparatus,1,GRIFFIN,,,,,,,1989,ELB111c,(located in cabinet 1) in good condition,mechanical,,,,,
Gap sensor,1,IWATSU,,,JP,,,,1999,ELB111c,(located in cabinet 1) in good condition,mechanical,,,,,
Framed structures apparatus,1,GRIFFIN,,,,,,,1989,ELB111c,(located in cabinet 1) in good condition,mechanical,,,,,
Sectional locomotive engine,2,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 2) in good condition,mechanical,,,,,
Sectional model of differential gears,1,-,,,,,,,1981,ELB111c,(located in cabinet 2) in good condition,mechanical,,,,,
Selective gear system (3 steps forward & 1 way forward),1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 2) in good condition,mechanical,,,,,
Vibration rig,1,,,,,,,,,ELB111c,Locally fabricated- some parts missing,mechanical,,,,,
Small dynamo,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 2) in good condition,mechanical,,,,,
Worm and wheel model,1,-,,,JP,,,,1981,ELB111c,(located in cabinet 2) in good condition,mechanical,,,,,
Sectional model of combustion chamber (multistroke),1,SHIMADZU,,,,,,,1981,ELB111c,(located in cabinet 2) in good condition,mechanical,,,,,
Sectional model of combustion chamber (singlestroke),1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 2) in good condition,mechanical,,,,,
Ohms law demonstration apparatus,2,SHIMADZU,,,,,,,1981,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
Flash point by means of Pensky Martens closed tester,1,KIKAI KENKYU,,,,,,,1981,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
Network Demonstration Apparatus,1,SHIMADZU,,,,,,,1981,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
OHP Demonstration apparatus,1,SHIMADZU,,,JP,,,,,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
Jet oiler can (150ml),1,-,,,,,,,1981,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
Liquid pressure demonstration apparatus,3,.,,,,,,,1981,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
Pulley blocks with plastic pulleys,4,-,,,,,,,1981,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
Weston differential pulley,1,WESTON,,,,,,,1981,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
Experimental kit for fundamental dynamics,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 3) in good condition,mechanical,,,,,
Torsion rigidity apparatus (torsional pendulum),1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Demonstrator of Newtons law of motion,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Borda's pendulum,9,SHIMADZU,,,,,,,1988,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Simple pendulum,8,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Horse shoe magnet,8,-,,,,,,,1988,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
MiniPH meter,1,NESTERINST.,,,,,,,1981,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Table jack,2,-,,,,,,,1986,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Magnetic field creator,1,UCHIDA,,,JP,,,,1988,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Tape type free fall testing instruments,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Maxwells needle,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 4) in good condition,mechanical,,,,,
Apparatus to demonstrate law of gas,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Cell assembly set,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Pascal's principle apparatus,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Specific gravity apparatus (Hare's balancing column),1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Hydrometers,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Low pressure boiling point apparatus,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Continuous flow calorimeter,1,SHIMADZU,,,JP,,,,1986,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Assorted Thermometers,35,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Fall tube,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Test tubes,4,CORNINGS,,,,,,,1989,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Stop cocks,15,-,,,,,,,1989,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Dry & Wet bulb thermometer,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Assorted measuring beakers,15,-,,,,,,,1981,ELB111c,(located in cabinet 5) in good condition,mechanical,,,,,
Assorted helical springs,1,LEYBOLD HERAUES GMBH,,,DE,,,,1981,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Flemings law demonstrator,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Electronic weighing machine,1,OHAUS,,,,,,,1989,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Transformer,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Torsion balance,1,-,,,,,,,1981,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Hand operated vacuum pump,1,NALGENE,,,,,,,1981,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Spark pressure transducer,1,-,,,,,,,1989,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
R.P.M. speed indicator,2,SHIMADZU &MISAWA KEIKI,,,JP,,,,1989,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Stop watches (digital),4,Assorted,,,,,,,1986,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Stop watches (analog),2,SEIKO,,,JP,,,,1986,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Alarm stop clocks,2,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Thermo tester,1,SHIMADZU,,,,,,,1981,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Compass sets,2,UCHIDA,,,,,,,1988,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Weighing equipment (50N x 1 N),1,WAYMASTER,,,,,,,1989,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Plunger type dial gauge,2,MITUTOYO,,,JP,,,,1989,ELB111c,(located in cabinet 6) in good condition,mechanical,,,,,
Water calorimeter,8,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 7) in good condition,mechanical,,,,,
Heat calorimetry apparatus (including Joule & Watt meter),1,,,,,,,,1989,ELB111c,(located in cabinet 7) in good condition,mechanical,,,,,
Isothermal calorimeter,1,SHIMADZU,,,JP,,,,1986,ELB111c,(located in cabinet 7) in good condition,mechanical,,,,,
Regnaults calorimeter,1,SHIMADZU,,,JP,,,,1986,ELB111c,(located in cabinet 7) in good condition,mechanical,,,,,
Lewis Thomson calorimeter,1,SHIMADZU,,,JP,,,,1986,ELB111c,(located in cabinet 7) in good condition,mechanical,,,,,
Rotary magazine,3,CABIN,,,,,,,1989,ELB111c,(located in cabinet 8) in good condition,mechanical,,,,,
Table balance,3,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 8) in good condition,mechanical,,,,,
Linear expansion tester,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 8) in good condition,mechanical,,,,,
Linear expansion apparatus,1,GRIFFIN,,,JP,,,,1989,ELB111c,(located in cabinet 8) in good condition,mechanical,,,,,
Mechanical equivalent of heat apparatus,2,SHIMADZU,,,JP,,,,1986,ELB111c,(located in cabinet 8) in good condition,mechanical,,,,,
Area speed experiment apparatus,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 8) in good condition,mechanical,,,,,
Newton's ring apparatus,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 9) in good condition,mechanical,,,,,
Slide projector,1,CAB^I,,,,,,,1981,ELB111c,(located in cabinet 9) in good condition,mechanical,,,,,
Color slides for physical phenomena,6,.,,,,,,,1981,ELB111c,(located in cabinet 9) in good condition,mechanical,,,,,
Assorted spring balances,26,-,,,,,,,1981,ELB111c,(located in cabinet 9) in good condition,mechanical,,,,,
Slide register (0.2/0.4A 3000/750D),2,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 9) in good condition,mechanical,,,,,
Slide register (4/8A15/3D),2,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 9) in good condition,mechanical,,,,,
Slide register (6/12A 3.3/0.820),2,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 9) in good condition,mechanical,,,,,
Aerodynamic balance,1,GRIFFIN,,,,,,,1989,ELB111c,(located in cabinet 10) in good condition,mechanical,,,,,
DC recording timer,1,SHIMADZU,,,,,,,1981,ELB111c,(located in cabinet 10) in good condition,mechanical,,,,,
Single phase induction motor demonstrator,1,SHIMADZU,,,,,,,1989,ELB111c,(located in cabinet 10) in good condition,mechanical,,,,,
Model of rotary engine,1,NSU-WANKEL,,,,,,,1981,ELB111c,(located in cabinet 10) in good condition,mechanical,,,,,
Digital conductivity meter,1,WPA,,,,,,,1987,ELB111c,(located in cabinet 10) in good condition,mechanical,,,,,
Gyroscope,1,Bohnberger's,,,DE,,,,1981,ELB111c,(located in cabinet 10) in good condition,mechanical,,,,,
VA meter,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
Power source unit with smoothing circuit,2,POWER HOUSE,,,,,,,1981,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
Self Induction current demonstrator,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
Stroboscope,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
Volt slider,2,Yamabishi,,,JP,,,,1981,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
DC Ammeter (0-3A),2,SHIMADZU,,,JP,,,,1983,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
DC Ammeter (0-0.5A),2,SHIMADZU,,,JP,,,,1983,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
DC Voltmeter (0-3V),1,,,,,,,,1983,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
DC Ammeter (0-2.5A),1,SHIMADZU,,,JP,,,,1983,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
DC Ammeter (0-2.5A),2,SHIMADZU,,,JP,,,,1983,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
DC Miliammeter (0-300mA),2,SHIMADZU,,,JP,,,,1983,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
Transformer,1,DT-75,,,,,,,1981,ELB111c,in good condition,mechanical,,,,,
Transformer,2,DT-10,,,,,,,1981,ELB111c,in good condition,mechanical,,,,,
DC Voltmeter (0-30V),2,SHIMADZU,,,JP,,,,1983,ELB111c,(located in cabinet 11) in good condition,mechanical,,,,,
Collision in two dimensions apparatus,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 12) in good condition,mechanical,,,,,
Rotational Inertia apparatus,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 12) in good condition,mechanical,,,,,
Propeller thrust unit,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 12) in good condition,mechanical,,,,,
Optical bench,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 12) in good condition,mechanical,,,,,
Optical bench,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 12) in good condition,mechanical,,,,,
Optical bench,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 12) in good condition,mechanical,,,,,
Gas energy transfer apparatus,1,GRIFFIN,,,,,,,1989,ELB111c,(located in cabinet 12) in good condition,mechanical,,,,,
Angular momentum kit,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 12) in good condition,mechanical,,,,,
Comparable apparatus with work,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 13) in good condition,mechanical,,,,,
Metal wheel and axle,1,LEYBOLD HERAUES GMBH,,,DE,,,,1989,ELB111c,(located in cabinet 13) in good condition,mechanical,,,,,
Primary and secondary coils,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 13) in good condition,mechanical,,,,,
Electromagnet,1,SHIMADZU,,,JP,,,,1989,ELB111c,(located in cabinet 13) in good condition,mechanical,,,,,
Hot water generator,1,GRIFFIN,,,,,,,1981,ELB111c,(located in cabinet 13) in good condition,mechanical,,,,,
Inclined plane apparatus,9,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 13) in good condition,mechanical,,,,,
Mechanical oscillations apparatus,1,GRIFFIN,,,,,,,1989,ELB111c,(located in cabinet 13) in good condition,mechanical,,,,,
Semi conductor sample set,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 13) in good condition,mechanical,,,,,
Young's modulus and Hooke's law apparatus,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 14) in good condition,mechanical,,,,,
Whirling device,1,SHIMADZU,,,JP,,,,1981,ELB111c,(located in cabinet 14) in good condition,mechanical,,,,,
Gas burners,14,-,,,,,,,1981,ELB111c,(located in cabinet 14) in good condition,mechanical,,,,,
Gas lighters (quartz),4,-,,,,,,,1981,ELB111c,(located in cabinet 14) in good condition,mechanical,,,,,
Critical point apparatus,1,Griffin,,,,,,,1982,ELB111c,in good condition,mechanical,,,,,
Vernier Calipers 150mm,1,Mitutoyo,,,JP,,,,2000,ELB111c,in good condition,mechanical,,,,,
Soldering Iron 240V/60W,1,,,,,,,,2000,ELB111c,in good condition,mechanical,,,,,
Exploring mechanisms apparatus,1,Labvolt Automation,,,,,,,2003,ELB111c,in good condition,mechanical,,,,,
Stainless steel tables,7,,,,,,,,1981,ELB111c,in good condition,mechanical,,,,,
"Educational Robot, Belt conveyor and Rotary carousel",1,Labvolt Automation,,,,,,,,ELB111c,Faulty,mechanical,,,,,
Torsional vibration apparatus,1,CUSSONS,,,UK,,,,,ELB111c,in good condition,mechanical,,,,,
Optical laser tachometer,1,RS445-9557,,,,,,,2007,ELB111c,,mechanical,,,,,
Charpy Impact Testing machine (Capacity: 30kgr),1,55694/ C1-30,,TOKYO SHIKENKI,JP,,,1983,1991,ELB011,Good,mechanical,,,,,
Torsion Testing m/c (Capacity 20kg-m),1,47174/AT-NO 20,,TOKYO SHIKENKI ,JP,,,1981,1991,ELB011,Satisfactory,mechanical,,,,,
Brinell Hardness Testing machine (Capacity 3000kgf),1,1303,,TOKYO SHIKENKI ,JP,,,1981,1991,ELB011,Good,mechanical,,,,,
Vickers Hardness Testing machine (Test load 150kgf),1,54177,,TOKYO SHIKENKI ,JP,,,1981,1991,ELB011,Good,mechanical,,,,,
Rockwell Hardness Testing machine,1,26089883,,SHIMADZU,JP,,,1988,1991,ELB011,Good,mechanical,,,,,
Shore Hardness Testing machine,1,26089891,,SHIMADZU,JP,,,1988,1991,ELB011,Good,mechanical,,,,,
MicroHardness Tester and accessories,1,89227,,M,,,,1988,1991,ELB011,Not working properly,mechanical,,,,,
Photoelasticity Apparatus,1,272,,SHIMADZU- ,JP,,,1981,1991,ELB011,Good,mechanical,,,,,
Mettalurgical Microscope (Monocular),2,-,,UNION OPTICAL ,,,,1981,1991,ELB011,Good,mechanical,,,,,
Mettalurgical Microscope (Monocular),2,-,,UNION OPTICAL ,,,,1981,1991,ELB011,Good,mechanical,,,,,
Mettalurgical Microscope (Binocular),1,Bi-12604,,UNION OPTICAL,,,,1981,1991,ELB011,Good,mechanical,,,,,
